Image Name,MOS Score,Computation Time
3021480593.jpg,4.826756490762869,0.0429 s
3021647597.jpg,4.867151786836794,0.0500 s
3021659624.jpg,4.973557684028992,0.0337 s
3022463774.jpg,4.7438500114263045,0.0498 s
3022996908.jpg,4.935161763161942,0.0515 s
3024891214.jpg,3.8292954147749767,0.0646 s
3025565947.jpg,4.437939620469843,0.0339 s
3026154930.jpg,4.9228315856208935,0.0666 s
3026235707.jpg,4.955605953512329,0.0326 s
302681636.jpg,4.971340894504156,0.0500 s
3026852045.jpg,4.68741497605621,0.0334 s
3027050157.jpg,4.9600395325620035,0.0343 s
3032057861.jpg,4.943334031962202,0.0423 s
3033284037.jpg,4.7882440579139764,0.0404 s
3034148847.jpg,4.854111110350931,0.0408 s
303514197.jpg,4.9584167300001365,0.0375 s
3035737878.jpg,4.918238848244177,0.0447 s
3038029410.jpg,4.966689901136516,0.0366 s
3038577350.jpg,4.8836825194638305,0.0401 s
3039024.jpg,4.939812756529581,0.0348 s
3040037970.jpg,4.951766361425625,0.0480 s
3043517594.jpg,4.828262781342893,0.0380 s
3044304939.jpg,4.926946848016483,0.0276 s
3045035343.jpg,4.93911786723049,0.0360 s
304760277.jpg,4.352241783309111,0.0353 s
3047954017.jpg,4.856081357562344,0.0329 s
3048478105.jpg,4.965284512892613,0.0660 s
3048498691.jpg,4.922354110639767,0.0524 s
3048643650.jpg,4.931974414029129,0.0317 s
3049913075.jpg,4.872847205449052,0.0358 s
3050837263.jpg,4.939436183884575,0.0492 s
3051112804.jpg,4.963067723367775,0.0345 s
3051623040.jpg,4.833566017664424,0.0464 s
3052939128.jpg,5.0,0.0362 s
3054217306.jpg,4.928569650578352,0.0333 s
3059406578.jpg,4.9655019272105765,0.0139 s
306264588.jpg,5.0,0.0600 s
306315468.jpg,4.849953201610143,0.0555 s
3067436148.jpg,4.95804015735513,0.0528 s
3067455040.jpg,4.938248209958635,0.0383 s
3068655528.jpg,4.965878499855583,0.0326 s
306909339.jpg,4.9390596112395695,0.0217 s
3069379747.jpg,4.948144183656883,0.0626 s
3070894795.jpg,4.957605328719203,0.0570 s
3071201670.jpg,4.956634769111226,0.0324 s
3072804517.jpg,4.752674523180455,0.0330 s
3073021963.jpg,4.918615420889183,0.0339 s
3073780494.jpg,4.840375544565979,0.0492 s
3073970642.jpg,4.937436808677702,0.0459 s
3074454678.jpg,4.943493190289244,0.0438 s
307525026.jpg,4.900780202354363,0.0558 s
3075864902.jpg,4.9477676110118765,0.0338 s
3076588969.jpg,4.824264030929148,0.0382 s
3077228870.jpg,4.941435559091449,0.0454 s
3077416434.jpg,4.747270384522804,0.0329 s
3077626117.jpg,4.943116617644238,0.0337 s
3078114304.jpg,4.887304697232572,0.0459 s
3078217018.jpg,4.947550196693912,0.0324 s
3078720945.jpg,4.909472592480947,0.0312 s
3084516747.jpg,4.957822743037167,0.0316 s
3084860790.jpg,4.945115992851111,0.0428 s
3085307148.jpg,5.0,0.0456 s
3086003946.jpg,4.966212426155389,0.0472 s
3087855667.jpg,4.938248209958635,0.0625 s
3090534929.jpg,4.915486327747289,0.0538 s
3091624267.jpg,4.821930729422466,0.0168 s
3092999912.jpg,4.95744617039216,0.0626 s
3093374173.jpg,4.938030795640671,0.0469 s
3093435000.jpg,4.826045991818057,0.0314 s
3094633355.jpg,4.502487258343973,0.0313 s
3094978642.jpg,4.954200565268424,0.0312 s
3099787122.jpg,4.659842942150183,0.0493 s
3100238639.jpg,4.928946223223358,0.0515 s
3100436628.jpg,4.847068559485691,0.0366 s
3102411945.jpg,4.575358397892934,0.0350 s
3102604471.jpg,4.941435559091449,0.0351 s
310467976.jpg,4.749558948388302,0.0508 s
3105942236.jpg,4.871251439586661,0.0384 s
3105967281.jpg,4.7230661812492345,0.0303 s
3106852276.jpg,4.8363185381613105,0.0476 s
3107236272.jpg,4.984265059008174,0.0407 s
3107928091.jpg,4.968530118016347,0.0361 s
3108798537.jpg,4.887421209214415,0.0305 s
3108925603.jpg,4.743850011426305,0.0516 s
3109009017.jpg,4.961068348160901,0.0325 s
3109733480.jpg,4.35612681013566,0.0525 s
3111479555.jpg,4.9318152557020865,0.0471 s
3112707699.jpg,4.951983775743588,0.0443 s
3112828024.jpg,4.9358140061158355,0.0158 s
3114317948.jpg,4.917427446963242,0.0312 s
31145385.jpg,4.952577762706557,0.0469 s
3115128591.jpg,4.977556434442739,0.0626 s
3115284513.jpg,4.95804015735513,0.0625 s
3115828038.jpg,4.963879124648709,0.0468 s
3116503568.jpg,4.932191828347093,0.0312 s
3117619556.jpg,4.946738795412979,0.0469 s
3117729596.jpg,4.899910545082507,0.0626 s
3118054377.jpg,4.902562163243273,0.0372 s
3118439925.jpg,4.9586341443181,0.0316 s
3118885310.jpg,4.8859575649795906,0.0459 s
311996877.jpg,4.90840113053685,0.0358 s
3120415423.jpg,4.813397497622923,0.0470 s
3121612010.jpg,4.851459492190167,0.0436 s
3124199543.jpg,4.930351611467262,0.0415 s
3125804438.jpg,4.826205150145099,0.0435 s
312749227.jpg,4.088871040453539,0.0425 s
3127532138.jpg,4.953389163987492,0.0520 s
31286602.jpg,4.843345479380829,0.0625 s
3128928410.jpg,4.844069496675382,0.0316 s
3129387328.jpg,4.960850933842938,0.0319 s
3129647217.jpg,4.827233965743997,0.0318 s
3130211082.jpg,4.764379494467092,0.0318 s
3130276162.jpg,4.838317913368185,0.0538 s
3131665013.jpg,4.953606578305456,0.0443 s
3132046766.jpg,4.690806221157249,0.0391 s
3132085493.jpg,4.924788314482568,0.0425 s
3132104449.jpg,4.877113821348823,0.0347 s
3132669524.jpg,4.933597216590996,0.0476 s
313424539.jpg,4.738366293605134,0.0444 s
313550822.jpg,4.95333090799657,0.0474 s
3136368482.jpg,4.9440871772522135,0.0317 s
313650765.jpg,4.830638729194774,0.0158 s
3137057232.jpg,4.893854163470964,0.0312 s
3138088232.jpg,4.898664315165645,0.0625 s
3138790639.jpg,4.9352200191528635,0.0492 s
3141055360.jpg,4.869686893015716,0.0341 s
3141860810.jpg,4.9693997752882035,0.0842 s
3142311257.jpg,4.780029142768518,0.0488 s
3146365512.jpg,4.647716660577359,0.0333 s
3146477274.jpg,4.87044003830573,0.0471 s
3146801905.jpg,4.923324670247743,0.0387 s
3147028593.jpg,4.94857901229281,0.0261 s
3147348702.jpg,4.98107770987536,0.0516 s
3147416579.jpg,4.767807672386451,0.0414 s
3147925879.jpg,4.409715343609925,0.0242 s
3147927973.jpg,4.8523291494620215,0.0365 s
3148698494.jpg,4.93971185419346,0.0331 s
31490353.jpg,4.457635868745457,0.0344 s
3149433848.jpg,4.9531717496695284,0.0559 s
3150334576.jpg,4.712894537242102,0.0428 s
31503345765.jpg,4.730382311127377,0.0354 s
3152357796.jpg,4.95922813128107,0.0356 s
3154777716.jpg,4.931539585393201,0.0440 s
3154948821.jpg,4.960039532562004,0.0472 s
3156288845.jpg,4.9158629003922965,0.0321 s
3157055534.jpg,4.9443045915701775,0.0317 s
3157096755.jpg,4.807065445702495,0.0312 s
3157335389.jpg,4.800255918800941,0.0312 s
3158018696.jpg,4.9350026048349,0.0457 s
3158477442.jpg,4.79143140704679,0.0497 s
3159188052.jpg,4.949332157582822,0.0339 s
3161274755.jpg,4.737859690628545,0.0331 s
3162134277.jpg,4.9584167300001365,0.0497 s
3164597811.jpg,4.839346728967081,0.0547 s
3164921799.jpg,4.969718091942288,0.0341 s
3165807292.jpg,4.960850933842937,0.0252 s
316618516.jpg,4.953983150950461,0.0626 s
3166870228.jpg,4.95398315095046,0.0470 s
3168536494.jpg,4.663278924892404,0.0476 s
3169607082.jpg,4.922730683284772,0.0307 s
3170684406.jpg,4.870556550287571,0.0630 s
3171148345.jpg,4.942899203326274,0.0634 s
3172797742.jpg,4.87293249813945,0.0470 s
3174536924.jpg,4.931380427066158,0.0470 s
3175529254.jpg,4.949332157582823,0.0469 s
3175555002.jpg,4.9655019272105765,0.0472 s
3176625404.jpg,4.633402717475159,0.0625 s
3177560540.jpg,4.964690525929642,0.0546 s
3177839887.jpg,4.823452629648211,0.0372 s
3178336001.jpg,4.94386976293425,0.0339 s
3178679066.jpg,4.608175412129569,0.0455 s
3183550454.jpg,4.961285762478865,0.0385 s
3183852879.jpg,4.927540834979454,0.0480 s
3184407773.jpg,4.967718716735414,0.0342 s
3184831791.jpg,4.910835334379651,0.0490 s
318700026.jpg,4.908502032872971,0.0514 s
3187135828.jpg,4.957605328719202,0.0418 s
3187350017.jpg,4.426968375809578,0.0477 s
3188292993.jpg,4.424826472544659,0.0317 s
3188930402.jpg,4.928946223223359,0.0313 s
3189407345.jpg,4.911588479669663,0.0626 s
3190025525.jpg,4.937654222995665,0.0469 s
3191275443.jpg,4.9602569468799675,0.0644 s
3193120688.jpg,4.923483828574786,0.0480 s
3194036363.jpg,4.419126224291207,0.0421 s
3194726912.jpg,4.950896704153768,0.0442 s
3194756721.jpg,4.87238115752168,0.0535 s
3195516092.jpg,4.721759604045469,0.0410 s
319557469.jpg,4.939218769566611,0.0374 s
3197293330.jpg,4.873468229111499,0.0491 s
3199733593.jpg,4.950737545826726,0.0603 s
3201560837.jpg,4.953723090287298,0.0421 s
3201827278.jpg,4.839346728967082,0.0342 s
3202755866.jpg,4.114490154515811,0.0455 s
3204890107.jpg,4.94976698621875,0.0368 s
3206140446.jpg,4.841751804814422,0.0447 s
3206690420.jpg,4.926729433698521,0.0616 s
3206894685.jpg,4.923107255929779,0.0380 s
3207112247.jpg,4.779376899814626,0.0416 s
3207463467.jpg,4.817634985527234,0.0291 s
3207613793.jpg,4.957822743037166,0.0489 s
3207927028.jpg,4.925976288408508,0.0342 s
3207975884.jpg,4.901257677335489,0.0514 s
3208711501.jpg,4.9727462827480595,0.0587 s
320987228.jpg,4.939436183884575,0.0511 s
3210385990.jpg,4.411657857023199,0.0357 s
3217227849.jpg,4.971558308822119,0.0384 s
322036819.jpg,4.937219394359738,0.0494 s
3220921320.jpg,4.918238848244177,0.0330 s
322245825.jpg,4.9636617103307445,0.0481 s
3222932292.jpg,4.884393018408644,0.0388 s
3224295308.jpg,4.955388539194365,0.0352 s
3224700403.jpg,4.807065445702494,0.0332 s
3225818665.jpg,4.95036097318172,0.0370 s
3225993642.jpg,4.955388539194365,0.0501 s
3226455393.jpg,4.806848031384532,0.0372 s
3228786952.jpg,4.958634144318101,0.0450 s
3228957282.jpg,4.914240097830428,0.0433 s
3230042702.jpg,4.897317182912664,0.0198 s
3230415578.jpg,4.916833460000274,0.0309 s
3231616959.jpg,4.937436808677702,0.0431 s
323268149.jpg,4.979874126303699,0.0450 s
3233213622.jpg,4.914993243120442,0.0488 s
3235296899.jpg,4.91315302624061,0.0334 s
323541643.jpg,4.958634144318101,0.0366 s
3238163707.jpg,4.948361597974846,0.0324 s
3241749396.jpg,4.920426509773551,0.0437 s
3241852622.jpg,4.892666189545023,0.0624 s
3241859937.jpg,4.935654847788791,0.0469 s
324220404.jpg,4.804095510887644,0.0627 s
324339500.jpg,4.95095496014469,0.0624 s
3243501762.jpg,4.953171749669528,0.0420 s
3243513416.jpg,4.953983150950461,0.0419 s
3244463289.jpg,4.98753979212737,0.0339 s
3245550884.jpg,4.878554051115065,0.0387 s
324712422.jpg,4.425084118387225,0.0440 s
3247694646.jpg,4.801661307044845,0.0231 s
3247974707.jpg,4.8357323560212,0.0274 s
3248930020.jpg,4.769857498761385,0.0354 s
3248976854.jpg,4.962850309049811,0.0469 s
3250381402.jpg,4.867411847499956,0.0632 s
3250534214.jpg,4.896028306650602,0.0346 s
3251401307.jpg,4.955605953512329,0.0449 s
325203196.jpg,4.915051499111363,0.0360 s
3252078614.jpg,4.948144183656883,0.0429 s
325223545.jpg,4.587797282592966,0.0415 s
325296963.jpg,4.951172374462654,0.0384 s
3253020934.jpg,4.962473736404806,0.0504 s
3253636665.jpg,4.623114561486182,0.0373 s
3254432034.jpg,4.94268178900831,0.0322 s
3254444597.jpg,4.950954960144689,0.0362 s
3255665645.jpg,4.895042137396904,0.0587 s
3256723994.jpg,4.966095914173548,0.0498 s
3256967457.jpg,4.963067723367775,0.0335 s
3258713133.jpg,4.935437433470828,0.0461 s
3258938541.jpg,4.686720086757118,0.0347 s
3259283855.jpg,4.938624782603641,0.0358 s
3259319485.jpg,4.957822743037165,0.0434 s
3260332459.jpg,4.948361597974847,0.0450 s
3260477963.jpg,4.931003854421152,0.0317 s
3261123302.jpg,3.9240978553906256,0.0477 s
3261304564.jpg,4.7314615778943345,0.0473 s
3261536707.jpg,4.940464999483472,0.0480 s
326195053.jpg,4.910777078388731,0.0478 s
326299244.jpg,4.969718091942288,0.0472 s
3265420201.jpg,4.975774473553829,0.0319 s
3265568572.jpg,4.905155525413116,0.0477 s
3272637437.jpg,4.709076268327997,0.0320 s
3273769271.jpg,4.936248834751762,0.0475 s
3274581285.jpg,4.683360060947524,0.0319 s
3275523745.jpg,4.962691150722768,0.0459 s
3277047132.jpg,4.6560189597092,0.0275 s
3277064835.jpg,4.9318152557020865,0.0631 s
3277170769.jpg,4.937436808677701,0.0560 s
3277186380.jpg,4.936248834751762,0.0414 s
3281012528.jpg,4.4225063658631045,0.0522 s
3281066235.jpg,4.65840271238394,0.0553 s
3282770938.jpg,4.931003854421153,0.0313 s
3284203868.jpg,5.0,0.0313 s
3285723816.jpg,4.903373564524205,0.0325 s
3285865052.jpg,4.91845626256214,0.0469 s
3288428899.jpg,4.942899203326273,0.0474 s
3289145933.jpg,4.931735676538565,0.0438 s
3290454927.jpg,4.952577762706558,0.0469 s
3292481650.jpg,4.948144183656882,0.0545 s
3293762912.jpg,4.878988879750993,0.0399 s
3294786142.jpg,4.966907315454479,0.0318 s
3295126634.jpg,4.573324181163722,0.0447 s
3295438012.jpg,4.957011341756234,0.0396 s
3296835726.jpg,4.672971002622427,0.0378 s
3297887749.jpg,4.570113417562326,0.0347 s
33000255.jpg,4.95333090799657,0.0470 s
3301567767.jpg,4.921701867685875,0.0557 s
3301587792.jpg,4.9586341443181,0.0384 s
3302975736.jpg,4.857733288119674,0.0350 s
3303080079.jpg,4.964473111611679,0.0333 s
3303907744.jpg,4.955982526157335,0.0442 s
3304434529.jpg,4.7589056727647625,0.0345 s
3304676774.jpg,4.948738170619852,0.0278 s
3304800536.jpg,4.957011341756233,0.0296 s
3305619554.jpg,4.440706356415128,0.0316 s
3305968848.jpg,4.893636749153,0.0388 s
3306813341.jpg,4.731570285053317,0.0530 s
3307215666.jpg,4.92613544673555,0.0358 s
3308046325.jpg,4.940624157810515,0.0450 s
3308341801.jpg,4.833088542683297,0.0467 s
3308768118.jpg,4.630263728214423,0.0330 s
3309384812.jpg,4.945709979814083,0.0290 s
3309773235.jpg,4.9017507619623375,0.0513 s
3310204675.jpg,4.936625407396767,0.0521 s
3310575214.jpg,4.900504532045477,0.0384 s
3311728409.jpg,4.876655578244312,0.0357 s
3312331811.jpg,4.94208780204534,0.0415 s
331340631.jpg,4.968530118016347,0.0240 s
331406867.jpg,4.884769591053651,0.0472 s
3314110889.jpg,4.835072308244448,0.0469 s
3314904869.jpg,4.928946223223357,0.0469 s
3315237185.jpg,4.915645486074332,0.0625 s
3315383233.jpg,4.953983150950462,0.0468 s
3317434594.jpg,4.885740150661626,0.0645 s
3320115265.jpg,4.025397960334783,0.0487 s
332288233.jpg,4.896810579936075,0.0470 s
3323033903.jpg,4.884899621385232,0.0629 s
3323937813.jpg,4.591702935493451,0.0312 s
3324248317.jpg,4.7068672836260195,0.0313 s
3324496492.jpg,4.964690525929642,0.0313 s
3326988489.jpg,4.916833460000273,0.0635 s
332883741.jpg,4.9338146309089606,0.0487 s
3329470769.jpg,4.924295229855718,0.0377 s
3330470420.jpg,4.809223979236412,0.0464 s
3331414151.jpg,4.9512810816216355,0.0494 s
333145920.jpg,4.928728808905394,0.0589 s
3332423009.jpg,4.857892446446715,0.0537 s
3332902834.jpg,4.849460116983291,0.0511 s
3333985138.jpg,4.966095914173546,0.0451 s
3335618194.jpg,4.837731731228075,0.0538 s
3338894282.jpg,4.928946223223357,0.0424 s
3340734956.jpg,4.925700618099622,0.0363 s
3341085556.jpg,4.943710604607207,0.0322 s
3342346685.jpg,4.961879749441836,0.0360 s
3343738489.jpg,4.943275775971279,0.0368 s
3344016385.jpg,4.78672215768823,0.0548 s
3346416285.jpg,4.933003229628026,0.0424 s
3347228837.jpg,4.203368743396792,0.0319 s
3347823880.jpg,4.397589759135761,0.0509 s
3350005307.jpg,4.9586341443181,0.0514 s
3351610329.jpg,4.92613544673555,0.0335 s
3351620207.jpg,4.939059611239569,0.0517 s
3352596853.jpg,4.951548947107661,0.0276 s
3355200103.jpg,4.89428899210689,0.0452 s
3355209894.jpg,4.896505781631732,0.0381 s
3355464174.jpg,4.933003229628026,0.0329 s
3355714233.jpg,4.888667439131277,0.0455 s
3356044640.jpg,4.897693755557668,0.0377 s
3356844198.jpg,4.953606578305456,0.0479 s
3357164852.jpg,4.946303966777052,0.0503 s
3358149726.jpg,4.962038907768877,0.0373 s
3358523670.jpg,4.800560717105286,0.0456 s
3358682007.jpg,4.705888919195181,0.0349 s
3358754066.jpg,4.901968176280302,0.0339 s
3359889192.jpg,4.840853019547106,0.0325 s
336052627.jpg,4.8805534263219394,0.0346 s
3361988100.jpg,4.9233246702477445,0.0153 s
3362731032.jpg,4.948303341983925,0.0502 s
3364202369.jpg,4.621115186279309,0.0419 s
3364722083.jpg,4.964473111611679,0.0223 s
3364868711.jpg,4.938842196921605,0.0626 s
3365417061.jpg,4.9602569468799675,0.0159 s
3365447434.jpg,4.922672427293851,0.0632 s
3365471102.jpg,4.845403110578624,0.0760 s
3366831652.jpg,4.87059919663277,0.0502 s
3367044769.jpg,4.640880096976326,0.0331 s
3367220434.jpg,4.948520756301889,0.0505 s
3367803108.jpg,4.999999999999999,0.0493 s
3368873733.jpg,4.858385531073564,0.0484 s
3369391628.jpg,4.969124104979317,0.0328 s
3370673214.jpg,4.837129939442244,0.0373 s
3370823326.jpg,4.913219087054393,0.0295 s
3371032149.jpg,5.0,0.0166 s
3371856854.jpg,4.863789669731215,0.0313 s
3372381586.jpg,4.845432238574085,0.0317 s
3372418412.jpg,4.953389163987493,0.0473 s
3376034906.jpg,4.963067723367775,0.0626 s
3376076568.jpg,4.96750130241745,0.0312 s
3376669178.jpg,4.9584167300001365,0.0312 s
3377992408.jpg,4.8875803675414575,0.0627 s
3378003631.jpg,4.8037907125833,0.0315 s
3379476157.jpg,4.915645486074332,0.0539 s
3381345467.jpg,4.917485702954163,0.0613 s
3381533789.jpg,4.97518048659086,0.0307 s
3383452055.jpg,4.955388539194365,0.0255 s
3383593963.jpg,4.928787064896315,0.0520 s
3383701765.jpg,4.909371690144827,0.0276 s
3385195104.jpg,4.958851558636064,0.0625 s
3385580051.jpg,4.796602521740756,0.0312 s
3385696346.jpg,4.945709979814081,0.0313 s
3385987418.jpg,4.941058986446444,0.0624 s
3386943260.jpg,4.954417979586388,0.0317 s
3386957170.jpg,4.781057958367416,0.0314 s
3388691081.jpg,4.949332157582824,0.0316 s
3388708914.jpg,4.963661710330745,0.0313 s
3388712525.jpg,4.956417354793262,0.0374 s
338924292.jpg,4.92613544673555,0.0356 s
3390605400.jpg,4.782680760929282,0.0493 s
3390896088.jpg,4.920354735432893,0.0650 s
3391217731.jpg,4.936307090742682,0.0373 s
3394722862.jpg,4.917050874318236,0.0269 s
3395475764.jpg,4.271534069031066,0.0320 s
3396059055.jpg,4.850054103946262,0.0316 s
3398709851.jpg,4.936625407396769,0.0318 s
3398940973.jpg,4.883740775454752,0.0478 s
3398954278.jpg,4.919702492479002,0.0499 s
3401900404.jpg,4.409319352301278,0.0379 s
3403374656.jpg,4.859992723989711,0.0426 s
3405525198.jpg,4.965096226570109,0.0432 s
3411974393.jpg,4.902721321570314,0.0569 s
3412359483.jpg,4.9388421969216045,0.0397 s
341491962.jpg,4.806312300412483,0.0696 s
3416685588.jpg,4.9479267693389195,0.0571 s
3416752031.jpg,4.937219394359738,0.0251 s
3417613077.jpg,4.7973868863222116,0.0314 s
3417674715.jpg,4.890985130992236,0.0312 s
3418463077.jpg,4.49627763482727,0.0314 s
3418667339.jpg,4.911588479669663,0.0318 s
3420154563.jpg,4.774943320764952,0.0316 s
3421464878.jpg,4.910429633739184,0.0478 s
342221498.jpg,4.878490081597266,0.0473 s
3423724895.jpg,4.951766361425622,0.0508 s
3423896683.jpg,4.660524313099536,0.0308 s
3423975366.jpg,4.763265386177794,0.0478 s
3424993568.jpg,4.955605953512329,0.0470 s
3426740196.jpg,4.851082919545161,0.0642 s
3427902428.jpg,4.775653819709763,0.0434 s
3427902514.jpg,4.942899203326275,0.0363 s
3431105203.jpg,4.9425226306812675,0.0282 s
3431390099.jpg,4.928845320887236,0.0313 s
3433315492.jpg,4.824343610092668,0.0317 s
3434261812.jpg,4.922672427293851,0.0313 s
3435545140.jpg,4.916674301673231,0.0312 s
3437594883.jpg,4.9495495719007865,0.0469 s
3438059129.jpg,4.908560288863892,0.0431 s
3439365851.jpg,4.683026134647717,0.0281 s
3440235836.jpg,4.8822771312199285,0.0345 s
3442838312.jpg,4.926294605062593,0.0638 s
3443268586.jpg,4.867194433181993,0.0616 s
344443695.jpg,4.8237709463022975,0.0469 s
3444483519.jpg,4.864383656694185,0.0156 s
3446054675.jpg,4.922730683284772,0.0311 s
344636344.jpg,4.945492565496118,0.0672 s
3446366493.jpg,4.815715189483883,0.0310 s
3448332578.jpg,4.943493190289243,0.0159 s
3449919327.jpg,4.814251545249056,0.0473 s
3450351361.jpg,4.248010029296549,0.0312 s
3450753884.jpg,4.082273351080662,0.0575 s
3452963187.jpg,4.955011966549359,0.0647 s
3455219027.jpg,4.962097163759799,0.0628 s
3455882031.jpg,4.845403110578625,0.0470 s
3456840631.jpg,4.724593795001859,0.0312 s
3458045907.jpg,4.52193803497887,0.0156 s
3458950384.jpg,4.980367210930547,0.0156 s
3461062752.jpg,4.9390013552486485,0.0312 s
3462395913.jpg,4.924295229855719,0.0554 s
3463146453.jpg,4.998711123737939,0.1609 s
3463376543.jpg,4.92023822345105,0.0569 s
3464327257.jpg,4.924629156155525,0.0224 s
3464988666.jpg,4.886392393615518,0.0473 s
3465087333.jpg,4.948738170619853,0.0390 s
3465276119.jpg,5.0,0.0326 s
346617303.jpg,4.8467793708270674,0.0337 s
346617779.jpg,4.882929374173819,0.0381 s
3466610103.jpg,4.90190992028938,0.0316 s
3467784087.jpg,4.944898578533146,0.0313 s
3468424403.jpg,4.863195682768246,0.0479 s
3469092597.jpg,4.852705722107028,0.0466 s
3469199125.jpg,4.890014571384259,0.0375 s
34713269.jpg,4.87228025518556,0.0670 s
347162205.jpg,4.916239473037303,0.0657 s
3471704982.jpg,4.663560308728167,0.0572 s
3471964559.jpg,4.9443045915701775,0.0398 s
3472660238.jpg,4.913269538222453,0.0645 s
3475569667.jpg,4.909647360453712,0.0485 s
3475877294.jpg,4.945709979814081,0.0321 s
34796696.jpg,4.92370124289275,0.0377 s
3479727829.jpg,4.919050249525109,0.0522 s
348162485.jpg,4.927381676652413,0.0640 s
3482375790.jpg,4.780130045104639,0.0348 s
3483143101.jpg,4.980425466921469,0.0491 s
3483457230.jpg,4.957170500083276,0.0685 s
3483459470.jpg,4.925541459772581,0.0552 s
3483540691.jpg,4.947332782375948,0.0241 s
3484057115.jpg,4.931815255702087,0.0411 s
3485554199.jpg,4.911646735660584,0.0375 s
3486204187.jpg,4.91424009783043,0.0479 s
3487085790.jpg,4.921760123676796,0.0475 s
3487701269.jpg,4.86697701886403,0.0316 s
3489731995.jpg,4.857733288119673,0.0359 s
3490117565.jpg,4.675376078469767,0.0331 s
3490456545.jpg,4.892231360909096,0.0321 s
3491336743.jpg,4.966095914173547,0.0676 s
3491534419.jpg,4.947926769338919,0.0502 s
3492624391.jpg,4.923324670247744,0.0367 s
3494126077.jpg,4.921701867685873,0.0609 s
3494272101.jpg,4.9030978942153185,0.0351 s
3494678423.jpg,4.955605953512329,0.0378 s
3496521334.jpg,4.871686268222588,0.0619 s
3497202348.jpg,4.893795907480043,0.0341 s
349896134.jpg,4.911588479669663,0.0324 s
3499629801.jpg,4.4427511663618455,0.0348 s
35002160.jpg,4.833624273655346,0.0250 s
3501996576.jpg,4.946956209730943,0.0482 s
3502153355.jpg,4.930627281776147,0.0477 s
3503300231.jpg,4.363950937187712,0.0428 s
3505262206.jpg,4.955388539194365,0.0358 s
3505627590.jpg,4.955011966549359,0.0297 s
3510063780.jpg,4.330433830436745,0.0484 s
3511207085.jpg,4.679737883178783,0.0681 s
3515651386.jpg,4.949926144545794,0.0491 s
3515663938.jpg,4.923701242892749,0.0502 s
3518265762.jpg,4.3969555406481895,0.0438 s
3518866605.jpg,4.800197662810019,0.0469 s
3519364135.jpg,4.662046213325283,0.0312 s
351997474.jpg,4.6977749063858445,0.0469 s
352183906.jpg,4.947332782375949,0.0451 s
3522690935.jpg,4.929221893532243,0.0490 s
352331466.jpg,4.766945819937457,0.0313 s
3524216401.jpg,4.9156454860743315,0.0526 s
3524447745.jpg,4.903750137169212,0.0521 s
3525647615.jpg,4.630199758696624,0.0472 s
352602458.jpg,4.946680539422058,0.0158 s
3526523265.jpg,4.661553128698432,0.0313 s
352744670.jpg,4.971340894504154,0.0313 s
3530486052.jpg,4.898287742520639,0.0470 s
3530563948.jpg,4.945275151178154,0.0476 s
35311267.jpg,5.0,0.0312 s
3532282772.jpg,4.9352200191528635,0.0360 s
353228664.jpg,4.722949669267392,0.0273 s
3532374814.jpg,4.9142400978304295,0.0462 s
3533949779.jpg,4.871352341922782,0.0653 s
3534610078.jpg,4.867035274854951,0.0312 s
3535978712.jpg,4.879148038078036,0.0313 s
3536025260.jpg,4.936277962747223,0.0469 s
3537044665.jpg,4.906401755329977,0.0313 s
3537245055.jpg,4.190836761183503,0.0544 s
3537658496.jpg,4.848083856734849,0.0407 s
3538380259.jpg,4.919702492479002,0.0635 s
3539454254.jpg,4.719197461167069,0.0470 s
3541249074.jpg,4.772784787231036,0.0312 s
354153075.jpg,4.879959439358969,0.0469 s
3542002438.jpg,4.8999105450825065,0.0406 s
35450094.jpg,4.958416730000136,0.0526 s
3545028223.jpg,4.892666189545023,0.0472 s
3545446713.jpg,4.956417354793262,0.0317 s
3545702131.jpg,4.960633519524971,0.0479 s
3547062481.jpg,4.719958411279941,0.0632 s
3547073718.jpg,4.477215605039228,0.0632 s
3548223665.jpg,4.959445545599034,0.0405 s
354899371.jpg,4.997189223512192,0.0397 s
3549424661.jpg,4.94208780204534,0.0469 s
3551648026.jpg,4.926381989048975,0.0473 s
3552766173.jpg,4.348798182531053,0.0486 s
3552877026.jpg,4.442502532752439,0.0402 s
3555094283.jpg,4.881741400247877,0.0734 s
3556213355.jpg,4.675766169464512,0.0716 s
3558351395.jpg,4.937654222995665,0.0482 s
3560022258.jpg,4.949332157582822,0.0511 s
3560032600.jpg,4.8821762288838055,0.0459 s
3561351919.jpg,4.635588287708552,0.0377 s
3561898679.jpg,4.928787064896315,0.0470 s
3562407133.jpg,4.946680539422057,0.0424 s
3563134047.jpg,4.9297576245042904,0.0642 s
356523006.jpg,4.611630626748408,0.0518 s
356525836.jpg,4.678767323570806,0.0475 s
3566079728.jpg,4.968182673366802,0.0312 s
3566137302.jpg,4.951766361425623,0.0313 s
3566227002.jpg,4.852270893471101,0.0545 s
3566285762.jpg,4.4569201665854035,0.0246 s
3567613299.jpg,4.937595967004744,0.0317 s
3567892894.jpg,4.384379517892376,0.0470 s
3569097033.jpg,4.799067944875001,0.0312 s
3569259520.jpg,4.572664133386971,0.0468 s
3572950777.jpg,4.959445545599035,0.0396 s
3574423584.jpg,4.51593990935825,0.0479 s
357452255.jpg,4.928569650578352,0.0368 s
35749063.jpg,4.930669928121346,0.0128 s
