image_name,brisque_transformed_mos,niqe_transformed_mos,MOS
4085075628.jpg,4.6535,3.7629,2.9333
408607884.jpg,3.4855,4.0328,3.1545
4086204414.jpg,2.914,4.2048,2.0495
4087443308.jpg,4.5821,4.1123,3.5481
4088500384.jpg,4.1331,4.0557,3.0909
4089514101.jpg,4.2967,4.014,3.7297
4091583861.jpg,4.5061,4.1162,2.5607
409233389.jpg,4.024,2.6396,2.7207
4092627138.jpg,3.4661,4.1488,3.3545
409280416.jpg,4.3046,4.0648,2.8241
409446076.jpg,3.7808,2.93,2.4608
4094774604.jpg,3.566,4.0183,2.4898
4094850958.jpg,3.3253,4.0724,2.0882
4095160762.jpg,4.8976,3.715,3.4312
4095383312.jpg,3.8407,4.1954,2.5238
4095785910.jpg,4.6646,4.3955,2.916
409597917.jpg,4.2325,4.0144,2.4615
4099198318.jpg,4.104,4.0823,2.9109
4100096331.jpg,2.8159,3.6637,1.7315
4100631766.jpg,2.0918,4.1968,2.6275
4103115026.jpg,3.3706,4.0455,1.5182
4103158795.jpg,3.7438,4.3067,3.6381
4106514523.jpg,3.8687,4.1955,3.6729
4106517753.jpg,4.7979,4.3645,3.6909
4107362083.jpg,4.468,4.0684,3.9808
4107566763.jpg,4.1927,3.9635,3.1262
411025625.jpg,4.7058,4.1985,3.5556
411090819.jpg,3.0112,4.3763,1.6832
4112798557.jpg,4.5158,4.4388,3.9802
41130035.jpg,4.4765,4.2884,3.8269
4113272660.jpg,3.7861,4.338,3.2
4113685341.jpg,3.1885,3.8124,1.2617
4114019902.jpg,3.9437,4.5366,3.453
411787882.jpg,3.416,4.2311,3.7692
4122173034.jpg,3.3072,3.5193,3.037
412289790.jpg,3.7954,3.5573,1.7103
4124391067.jpg,3.4082,3.9691,1.8468
4124667437.jpg,3.5704,4.1183,2.6204
4125943270.jpg,4.1783,4.6011,3.7523
4126410943.jpg,3.5732,3.2597,2.4808
4127400247.jpg,2.4796,3.0664,2.7246
4130373740.jpg,2.9129,4.1005,3.0467
4131278870.jpg,2.8018,3.5758,3.8614
4132558989.jpg,2.2386,4.7502,3.7692
4132747677.jpg,4.34,4.4799,3.33
4135617147.jpg,4.4991,4.5963,3.431
4136576616.jpg,3.2865,4.1401,3.6182
4137012282.jpg,3.4851,4.2432,2.7619
4138608778.jpg,4.5199,4.7761,3.3962
4139461254.jpg,4.3132,4.1799,3.31
4139991387.jpg,3.7424,4.4275,3.1154
4141916319.jpg,3.6086,3.7365,3.6604
4142709624.jpg,4.5628,4.4072,3.7547
4142940823.jpg,4.3153,4.0258,3.4495
4143454418.jpg,4.0988,3.972,3.0222
4143494301.jpg,3.2778,4.2478,3.0648
414385138.jpg,4.7941,4.8596,3.5204
4144540155.jpg,2.2971,4.0119,3.3182
4146534497.jpg,3.8374,4.1215,2.648
414892775.jpg,4.2871,4.6835,3.2818
4149241552.jpg,4.8024,4.7033,3.4312
4149265699.jpg,4.4775,3.8864,3.3854
4149460224.jpg,3.3448,3.8446,2.2202
4151017008.jpg,4.99,4.5363,3.381
4151551954.jpg,3.8058,4.4026,3.1895
415283727.jpg,4.1895,3.4917,2.932
4154530402.jpg,4.5221,4.5734,2.98
4155484757.jpg,4.138,4.4446,3.3922
4156345687.jpg,3.7965,4.3497,3.6571
4156534842.jpg,4.7231,4.2567,3.1683
415663858.jpg,3.9199,4.0063,2.6789
4156652933.jpg,4.7837,4.3189,3.367
4157144630.jpg,4.3844,3.5368,2.8304
4157443022.jpg,4.3391,4.5219,3.7788
4157689684.jpg,3.9213,4.0192,2.7339
4158327759.jpg,4.4936,4.2114,2.9813
4162089194.jpg,4.373,4.4365,2.9612
4162338388.jpg,4.6167,4.2334,3.3679
4163479239.jpg,3.9747,4.254,2.5524
4164273130.jpg,4.4767,4.2948,3.7115
416573735.jpg,4.6136,4.1204,2.4636
4167140049.jpg,4.5587,3.891,3.26
4167190092.jpg,3.3204,3.9962,2.3832
4167198294.jpg,4.209,4.2092,2.4804
4167927417.jpg,2.9352,4.0534,2.7455
416910261.jpg,4.4912,4.3333,2.17
4169148705.jpg,4.1056,4.5408,3.3535
4169643886.jpg,2.5694,3.9941,2.7955
4170535749.jpg,4.0277,3.4147,2.9515
4171644754.jpg,4.4687,4.1543,3.3645
4172438232.jpg,4.3609,4.3806,3.4808
4172609703.jpg,3.7355,4.1595,2.4273
4174114328.jpg,3.8519,3.6941,3.51
4174901273.jpg,3.9991,3.9263,2.8137
4175024777.jpg,4.1492,3.8767,2.4646
4176378029.jpg,3.5685,4.0854,2.75
4178406108.jpg,2.4748,4.3473,2.2056
4178432884.jpg,3.9943,4.4502,2.7961
417853178.jpg,4.1115,4.1763,3.6381
4178645830.jpg,4.6303,4.8446,3.5536
4180311266.jpg,3.927,4.269,3.7019
418145002.jpg,4.7243,4.0294,3.1845
4182412787.jpg,3.2959,4.0082,1.8585
4182428810.jpg,3.7803,4.3191,2.5859
418308346.jpg,4.1737,3.1287,3.198
4184866542.jpg,4.7912,4.6114,3.2273
4185039279.jpg,4.4805,4.6255,3.7009
4186216137.jpg,3.4955,4.1118,3.3229
4186428624.jpg,4.2164,4.2954,3.4
4187118157.jpg,4.1908,4.1618,3.8252
4187182991.jpg,4.4089,4.2438,2.7965
4190943330.jpg,3.4564,4.2301,2.6296
4191882783.jpg,4.5538,4.0393,2.7404
4193122125.jpg,4.4527,4.4866,3.2788
4193696727.jpg,4.6738,4.1199,3.0093
4193794378.jpg,3.0187,4.1108,1.4519
4194035905.jpg,4.0445,4.2304,3.5688
4195621541.jpg,3.8378,4.1601,3.0648
4195632386.jpg,3.9054,4.3781,2.0909
4196095816.jpg,3.7398,4.5759,3.2385
4196316000.jpg,3.2525,3.6703,2.2222
4198235482.jpg,3.167,4.1708,2.48
4199130600.jpg,4.3865,4.5767,3.6961
4201007649.jpg,4.5383,4.0715,3.2857
4201088382.jpg,4.2167,4.2749,3.2455
4202847613.jpg,3.5338,3.6178,2.64
4204561283.jpg,3.3885,4.0864,2.1364
4206004485.jpg,3.6747,4.134,1.7156
4206098907.jpg,2.9988,3.8514,2.6667
4207059536.jpg,4.0662,4.2301,2.972
4210559322.jpg,2.8603,4.2217,2.2294
4210983675.jpg,2.8888,3.803,3.2252
4211408239.jpg,3.4193,4.0234,2.9327
4213244648.jpg,4.0727,4.3987,3.4952
4213334951.jpg,3.3109,3.8964,2.1923
4213592284.jpg,3.8964,3.5647,2.8952
4214550696.jpg,4.3636,4.4716,3.1441
4214561622.jpg,3.4682,4.7098,2.6604
4215055375.jpg,4.0923,4.2207,2.3558
4216117221.jpg,3.5029,3.8596,2.1287
4217228822.jpg,3.1464,3.7174,2.6486
4217551619.jpg,4.3536,4.6056,3.4466
4220863406.jpg,4.6725,3.9807,3.1845
422092606.jpg,2.697,4.4015,3.2941
4222055381.jpg,4.1007,4.346,3.15
4228738752.jpg,4.6278,4.2486,3.581
4229929371.jpg,4.6282,4.3536,3.7524
4231049527.jpg,3.6541,4.2934,3.0392
4232014784.jpg,2.915,3.6585,1.3458
4232963375.jpg,3.9962,4.1351,1.8113
4233571199.jpg,4.5822,4.4912,3.8692
4234199993.jpg,3.9931,4.6424,3.3592
4236326911.jpg,3.6255,3.6068,2.9706
4236329723.jpg,3.2549,4.0248,1.9204
4236732050.jpg,4.6784,4.2815,3.4135
4239274380.jpg,3.7387,4.2661,2.073
4239526963.jpg,2.5733,4.442,3.6321
4240917469.jpg,3.8643,4.158,2.9109
4241084648.jpg,2.901,4.1131,1.5047
4242548000.jpg,4.6271,4.5253,3.3093
4243451745.jpg,3.9646,4.4224,3.7037
4243562466.jpg,4.1276,4.2463,3.4811
4243875190.jpg,4.3416,4.4058,3.6337
4244098975.jpg,4.8985,4.4202,3.0891
4244935320.jpg,3.3173,3.903,3.4112
4245591001.jpg,4.6693,4.3117,3.4364
4246091470.jpg,2.6542,4.2301,2.6893
4246274521.jpg,4.124,3.0694,3.3304
4246970583.jpg,4.4613,3.7711,2.1308
4247073360.jpg,2.7917,3.9744,1.4495
4248616737.jpg,2.831,3.9052,2.7905
42490373.jpg,4.8166,4.0853,3.3107
4250403356.jpg,3.3498,3.9716,2.2358
4251971063.jpg,3.8177,4.0972,3.7113
4252517673.jpg,4.0771,3.8759,3.3238
4252888669.jpg,3.4165,3.9881,3.68
4253075090.jpg,4.1551,4.5063,3.7545
4255841453.jpg,3.6496,3.9972,3.3524
4255843674.jpg,4.8082,4.4542,3.3365
4256128407.jpg,3.7906,3.1836,2.1869
4257293580.jpg,2.3219,4.0983,2.0177
4258180825.jpg,4.3856,4.4982,3.3243
4258446622.jpg,3.9561,4.0303,3.112
4258644297.jpg,4.9246,4.2947,3.5648
4259140344.jpg,4.2429,3.8617,3.0404
425916994.jpg,3.7298,4.2834,2.4364
4259335567.jpg,3.7597,3.1164,2.505
4260146768.jpg,4.9292,4.5206,3.5098
426081951.jpg,4.5935,3.9967,3.7075
4261186099.jpg,3.8244,3.8043,2.7129
42614998.jpg,4.6765,3.8828,3.0654
4263025475.jpg,4.8866,4.606,3.75
4264601430.jpg,4.3093,3.9348,3.7615
4265829347.jpg,4.5765,4.2875,3.6832
4265877256.jpg,4.8548,4.2868,2.7823
426656293.jpg,3.9983,3.9835,2.8173
4268587808.jpg,4.5067,4.1359,3.3679
4270305165.jpg,4.7403,4.2093,2.6867
4270574025.jpg,3.6322,4.1311,2.4653
427196028.jpg,3.3622,3.952,2.4545
4273357838.jpg,4.4961,3.8213,3.4037
4275452644.jpg,3.3164,4.1303,3.4495
4277299546.jpg,4.767,4.4656,2.6449
4277539505.jpg,4.6737,3.7217,3.3714
4278181256.jpg,4.369,3.7821,2.6923
4278539127.jpg,3.9007,4.1686,3.2075
4281546585.jpg,4.2838,4.2226,3.3243
4281583432.jpg,3.6908,4.0163,3.2477
4281871655.jpg,4.4755,4.0927,2.098
4282135501.jpg,3.7571,4.1371,3.1204
4285776519.jpg,3.988,4.2606,2.1456
4286933249.jpg,3.889,4.0815,3.6944
4286953087.jpg,3.3637,3.8929,2.3514
4287953710.jpg,3.4159,4.569,2.8224
4288180189.jpg,4.2597,4.3414,2.8846
4289036535.jpg,3.1853,4.2518,2.297
4290975910.jpg,1.8919,4.3999,2.7184
4292573500.jpg,4.0544,4.0095,3.4955
4293785816.jpg,2.4506,3.9389,2.6381
4294746447.jpg,4.5259,3.8108,2.2477
4295279371.jpg,3.8375,4.5402,2.9216
4295525241.jpg,4.2868,4.0348,2.5231
4296403133.jpg,4.2313,4.4063,2.0857
4296647005.jpg,3.0885,4.0084,3.5888
4297219009.jpg,3.8904,4.0506,2.463
4297818651.jpg,3.5527,2.3786,2.5075
4298067776.jpg,4.4052,4.7464,3.5534
4298186333.jpg,4.6769,3.7755,3.5315
4298923773.jpg,3.8031,4.4166,2.9029
4299216840.jpg,2.1733,4.1394,1.271
4299510764.jpg,4.4652,3.7157,3.5096
4299890430.jpg,4.0382,3.9264,3.2336
4300118450.jpg,3.4884,3.7212,3.5288
4300400521.jpg,3.4871,4.1173,2.703
430051470.jpg,3.9739,4.4282,3.1773
4302524395.jpg,3.7943,3.8167,2.5429
4304984630.jpg,4.9274,3.9952,3.381
4305975001.jpg,4.938,4.3864,3.7647
4306124216.jpg,4.1579,4.3288,1.9057
4307315285.jpg,3.4274,4.4632,3.3711
4309440479.jpg,4.4096,3.6567,3.1104
430961914.jpg,3.2194,4.358,3.5673
4310499723.jpg,3.7579,3.3688,2.9245
4311062470.jpg,2.9329,4.2757,3.3455
4312794040.jpg,4.2696,4.3174,3.3148
4313162470.jpg,3.9101,3.8496,3.4587
4313852687.jpg,4.1655,3.8761,3.6542
4315078660.jpg,3.6245,4.4331,2.5701
4316201498.jpg,2.7838,4.2974,3.4811
4316264959.jpg,4.3843,4.1842,3.3727
4319709983.jpg,3.2082,4.1921,3.3301
4319921272.jpg,2.266,4.1323,2.5481
4320399633.jpg,3.3763,4.529,3.1759
4321538602.jpg,3.0847,4.2428,3.4455
4321643395.jpg,4.7813,4.4346,3.1786
4321708869.jpg,3.7822,3.8167,2.8416
432256405.jpg,4.0802,4.1585,2.9352
4323308644.jpg,2.6903,4.3163,3.4245
4323755897.jpg,3.8669,3.7876,3.2685
4324984866.jpg,4.2711,4.1525,3.2788
4325351330.jpg,4.253,4.1304,2.8889
432860543.jpg,4.4386,4.4154,3.9608
4330138497.jpg,3.1759,4.8196,3.7736
4331601397.jpg,4.5063,4.0641,3.3925
4333231936.jpg,4.1866,4.0915,2.2718
4333476367.jpg,4.2869,4.7347,2.055
4335495125.jpg,4.1471,3.7747,2.0
4335627943.jpg,4.3218,4.1813,3.1553
4336185725.jpg,3.4241,3.8018,3.4762
4336460350.jpg,4.7665,1.7861,3.6733
4336745838.jpg,4.2302,4.6734,3.181
4336949009.jpg,3.1568,4.2309,3.5648
433731087.jpg,3.4044,3.9444,1.9806
4337515200.jpg,4.273,4.0497,3.3846
4338156096.jpg,3.5867,3.981,3.367
4340329166.jpg,4.0474,3.7741,3.6887
434108213.jpg,4.0368,3.161,2.4579
434127863.jpg,4.6247,4.1278,3.2095
4343097092.jpg,4.5088,3.8828,3.4393
4343304474.jpg,2.6777,4.195,2.717
4344642946.jpg,4.2924,4.3726,3.7143
4345036113.jpg,4.6736,4.4902,3.7767
4345778112.jpg,4.648,3.5732,3.6832
4345842908.jpg,4.6019,3.4472,3.1028
434605634.jpg,3.9296,3.476,3.6762
4346944645.jpg,4.4594,4.4856,3.5288
4346999174.jpg,4.0646,4.4232,3.7059
4347028779.jpg,4.5505,4.3121,3.24
4347235307.jpg,4.1404,4.2356,3.9018
4347675881.jpg,3.5638,4.0321,2.8938
434815119.jpg,2.7914,3.8421,1.9048
435179511.jpg,4.1282,4.3351,4.0
4352372142.jpg,4.6738,4.1896,3.5849
4353430545.jpg,3.3847,4.0708,2.0197
4353485101.jpg,4.1125,4.0281,2.2617
4353658003.jpg,3.2261,4.1699,1.5636
4356238035.jpg,4.0195,3.8439,2.8585
4356674628.jpg,3.9322,4.049,3.2385
4357293162.jpg,4.8563,4.2622,3.5856
435823507.jpg,3.7657,4.2335,3.5385
4358436337.jpg,4.5076,4.1007,3.4815
4359434065.jpg,4.6973,3.6797,3.729
4359682859.jpg,4.512,4.4311,3.9143
4359967769.jpg,4.0273,4.0989,2.7182
4360105019.jpg,3.9879,3.7331,2.0867
4360193081.jpg,4.3462,3.9183,3.5882
4363262095.jpg,4.2309,3.8597,3.1028
4364606780.jpg,4.0456,3.8485,3.8919
4364793888.jpg,4.3305,4.4608,3.6422
4365387751.jpg,4.6569,4.3038,3.5238
4367292033.jpg,3.6414,4.0551,3.2075
4367864472.jpg,4.8707,4.5032,3.0902
4370903350.jpg,4.9633,3.8552,3.1944
4370988573.jpg,2.5636,4.0239,2.4528
4371356797.jpg,3.5872,3.4932,2.8739
4372249937.jpg,4.2575,4.1533,2.3019
4373157351.jpg,2.6079,3.9463,3.1389
4373225530.jpg,4.8105,4.4895,3.4341
4374031327.jpg,4.0086,3.5824,3.301
4374263037.jpg,4.3826,4.2692,3.3366
43749901.jpg,3.8106,3.65,2.4057
4376625237.jpg,4.1822,4.2599,2.5728
4376675146.jpg,4.7114,4.5273,2.4135
4378419360.jpg,4.3,3.2392,3.38
4383247323.jpg,3.7571,3.3592,2.8431
4384734404.jpg,4.2719,4.4355,2.3168
4385399670.jpg,2.7964,4.1662,2.9115
4388983100.jpg,2.802,4.0279,2.2952
4389152317.jpg,4.3185,4.4519,3.6887
4389836139.jpg,3.2443,4.4371,2.4902
4389975585.jpg,4.5377,3.9958,3.3048
4390875397.jpg,3.8266,4.1444,2.9808
4391005979.jpg,4.0837,4.0335,2.7778
4391517237.jpg,4.2082,4.6805,3.098
4393459228.jpg,3.9635,4.4729,3.6792
4394545032.jpg,4.2254,3.9633,2.9252
4395388551.jpg,4.1109,3.9011,3.3645
4396087406.jpg,4.0588,4.0429,3.2037
4396643142.jpg,4.4028,4.5457,3.7573
4397008731.jpg,3.1704,4.0297,3.0631
4397075898.jpg,3.9216,4.4575,3.6476
439745674.jpg,4.0698,4.1096,2.5741
4397886158.jpg,4.4178,4.5287,3.2315
4398385361.jpg,4.773,4.291,4.0
44009500.jpg,3.4517,4.2888,1.1927
4401185827.jpg,4.3981,4.2054,2.6916
440297710.jpg,4.4522,3.9328,3.1275
4404389524.jpg,3.7008,4.1786,2.5943
4404462627.jpg,3.5401,4.1511,2.9623
4405802084.jpg,4.2572,4.0559,2.7027
4406684120.jpg,3.4288,3.9925,3.1226
4406927427.jpg,4.1442,4.3296,3.0
4407707944.jpg,4.5828,3.9208,3.7476
4407839974.jpg,4.906,4.5931,3.3143
4408351965.jpg,3.8228,4.2182,3.2745
4409503429.jpg,3.362,3.8341,2.0952
4410900135.jpg,4.566,4.3437,2.04
4410907563.jpg,4.1064,2.8736,2.5888
4411055719.jpg,3.8252,4.2922,1.9524
4411284601.jpg,4.6682,4.1464,3.3301
4411449023.jpg,3.5631,4.7157,3.3918
441241455.jpg,4.5565,4.0345,2.6429
4413028246.jpg,4.8327,4.2772,3.6091
4414969933.jpg,3.845,4.6541,3.3505
4416477559.jpg,4.398,3.8611,3.7048
4418637804.jpg,2.5753,4.5009,3.5047
4420506536.jpg,4.596,4.2449,3.5514
4420983663.jpg,3.7678,3.5546,2.1714
4422726404.jpg,4.05,4.1619,3.534
4423100872.jpg,4.0281,3.9425,1.6636
4423499380.jpg,3.2268,4.1885,3.2752
4423525827.jpg,3.2048,3.8215,2.7524
4424481742.jpg,4.7356,3.874,3.625
4424741537.jpg,4.0502,4.2814,3.2455
4425198356.jpg,4.7233,4.159,3.3654
4426149096.jpg,3.6865,4.1556,3.3669
4428546636.jpg,4.1987,4.6708,2.904
4429141481.jpg,3.6228,4.3022,3.6549
4429610219.jpg,3.3421,4.561,3.8142
4429773001.jpg,4.7921,4.3712,3.5357
4430203972.jpg,4.7015,3.474,3.52
4430414110.jpg,4.654,3.8098,4.0
4430662019.jpg,3.8123,4.2433,2.8056
4432333136.jpg,3.5947,3.5759,1.9223
4432502474.jpg,3.5033,3.9015,3.2673
4434357623.jpg,4.7582,4.8118,3.7027
4435718106.jpg,4.5147,4.2702,2.9626
4435765484.jpg,4.3624,3.8912,3.0891
4436002363.jpg,2.5384,4.4287,2.8586
4436568659.jpg,4.8748,4.0559,3.4144
443706084.jpg,4.3368,4.3694,3.2843
443805629.jpg,4.4781,4.2555,3.1939
4438338527.jpg,3.2112,4.3754,3.1359
4439151807.jpg,4.4055,4.8732,3.9279
4441487494.jpg,3.9894,4.1092,3.4766
4441540278.jpg,3.6628,4.3323,3.3545
4441586110.jpg,4.0319,4.4046,3.5
4441689311.jpg,3.5859,3.7505,3.2832
4441990593.jpg,4.6981,3.7029,3.67
4442175074.jpg,3.8275,4.1865,4.0571
4443705808.jpg,4.0339,4.008,2.3235
4446289911.jpg,3.3027,3.8144,2.2857
4447897373.jpg,3.3509,3.6415,2.9
4448002516.jpg,4.5831,3.9384,3.5714
4448707293.jpg,4.4571,4.0664,3.8679
4456140613.jpg,4.0773,3.7076,3.9099
4456369143.jpg,4.6401,4.7892,3.2818
4458082894.jpg,4.4078,3.5652,2.9352
445846327.jpg,4.2979,4.4254,3.9346
4458877862.jpg,3.6574,4.2978,2.7143
4459598484.jpg,4.1165,4.2623,3.4054
4460254023.jpg,4.4171,4.7203,3.5743
4462477090.jpg,3.9031,4.0017,2.6505
4463196857.jpg,4.1835,3.6246,2.2871
4463467980.jpg,3.3376,4.046,4.0648
4463917829.jpg,3.8697,4.1011,2.8455
4464186761.jpg,4.4054,4.1983,3.8614
4466660724.jpg,4.4912,3.1122,3.44
446796521.jpg,4.2986,4.1489,2.3019
4468449550.jpg,3.6025,4.1267,3.1132
4469938423.jpg,3.9355,4.2283,3.037
4471526544.jpg,3.2002,4.1964,3.2477
4472735511.jpg,3.6314,3.3867,2.9327
4475438101.jpg,4.6258,4.2284,3.4587
4476029726.jpg,4.7274,4.2726,3.4706
447697089.jpg,3.6764,4.7637,3.4486
4478081768.jpg,3.8931,4.0238,2.712
4478237731.jpg,4.4718,4.4638,3.2212
447977798.jpg,3.9734,3.9548,3.0297
4480082097.jpg,4.6231,4.4876,3.8091
4483042022.jpg,3.2346,4.4324,3.3645
448305008.jpg,4.903,4.0175,3.4159
4483151821.jpg,4.4195,3.4524,2.3462
4484527101.jpg,4.7707,4.3189,3.4
4486733557.jpg,4.6296,3.6794,3.1584
4488104431.jpg,3.2374,4.1519,2.5888
4488491323.jpg,3.7467,3.5466,2.4286
4489064763.jpg,3.7623,4.1018,3.2745
4489102480.jpg,4.2691,4.3311,3.1081
4490789851.jpg,3.5804,4.5287,3.7619
4491574274.jpg,3.88,4.044,3.6667
4492079346.jpg,4.5985,2.8934,3.1827
4492298311.jpg,4.3981,4.6265,3.6055
4493244545.jpg,4.7355,4.35,3.7593
449395753.jpg,4.6147,4.0113,3.0306
4495516735.jpg,3.8891,4.287,3.367
4495630749.jpg,4.3782,4.6473,3.8182
4495910719.jpg,3.1103,4.0646,2.7184
4496338663.jpg,3.1714,4.0716,2.56
4497186913.jpg,4.8776,3.8002,2.8716
4499122119.jpg,3.5868,2.9878,2.1386
450063799.jpg,3.8814,4.4024,3.1961
45015821.jpg,3.9378,3.8768,1.8879
4501585211.jpg,4.1369,4.0645,1.9074
4502165045.jpg,3.5084,4.1316,3.0909
4502409601.jpg,2.7762,3.6434,1.9293
450338979.jpg,4.3431,2.6747,1.3398
450407660.jpg,4.6212,4.1655,3.2373
4504123530.jpg,4.313,4.3751,3.354
4504355317.jpg,3.9323,4.6823,3.9216
4504786016.jpg,4.2192,4.403,2.6881
4506321902.jpg,4.5623,4.0783,3.3542
450789020.jpg,4.5761,4.728,2.7692
4509028861.jpg,4.1054,3.8435,2.9722
4510024370.jpg,4.4378,4.5071,3.619
4511318356.jpg,4.0709,4.0935,3.51
4512110934.jpg,4.5163,3.7359,2.1765
4512123861.jpg,4.3727,4.585,3.5833
4512474932.jpg,4.7021,4.5034,3.6602
4513142635.jpg,4.467,3.995,2.604
4513570407.jpg,4.6845,4.3897,3.8351
4515471665.jpg,4.8202,4.2645,3.4135
4515954109.jpg,3.1697,4.1652,1.7477
451764144.jpg,4.0848,3.4002,3.4286
4518358107.jpg,3.5741,3.9502,2.5253
4518414673.jpg,3.3763,4.053,2.688
4519546786.jpg,3.3231,4.3686,3.2456
4520096475.jpg,3.336,3.3713,3.1698
4520380552.jpg,4.6489,4.504,3.018
4521235979.jpg,4.2145,4.278,2.5943
4522459343.jpg,4.098,4.3715,3.7196
4524543534.jpg,4.2523,4.3016,3.2358
4525361026.jpg,4.34,4.2533,3.3854
4525595896.jpg,4.2879,3.6294,3.0
4525681285.jpg,4.5629,4.427,2.8381
4526077589.jpg,3.8951,4.3156,3.4579
4526456137.jpg,4.0523,4.2151,3.75
452671189.jpg,3.279,3.8786,1.8598
4528580529.jpg,4.6502,4.031,3.6606
4529654985.jpg,3.7703,3.9664,2.1667
4530384020.jpg,3.1983,3.4458,3.271
45323583.jpg,3.7431,4.0798,1.3301
4532664267.jpg,2.6145,4.1483,2.6577
4533734353.jpg,3.4786,3.9186,2.0952
4535431418.jpg,2.0847,4.59,2.9623
4535544675.jpg,3.8847,4.386,3.8182
4535634069.jpg,4.3147,4.5052,3.3364
4537863241.jpg,4.2621,4.63,3.1574
4538412115.jpg,3.5832,4.081,1.6636
4538779976.jpg,3.9393,4.1718,2.7624
4539089246.jpg,3.1781,4.4047,3.4038
4539567531.jpg,3.8181,3.1423,2.835
4539671181.jpg,4.5395,4.0883,3.6574
4540896523.jpg,4.5525,4.0126,2.4712
4541000790.jpg,4.2633,4.4389,3.9352
4541090785.jpg,3.2805,4.0501,2.6204
4542216557.jpg,4.0078,4.3607,3.5588
4542866851.jpg,3.198,3.7801,2.6964
4545054058.jpg,3.4887,4.147,1.8981
4548390935.jpg,4.5121,4.2016,3.6893
4548596684.jpg,4.6029,4.6545,3.0571
4549109010.jpg,4.9877,4.8563,3.4951
4549687373.jpg,4.6034,3.5236,3.25
4550104555.jpg,3.7921,4.6697,3.5155
4551121129.jpg,4.8554,4.4391,3.9623
4551794095.jpg,3.6488,4.4662,3.6019
4555534725.jpg,3.7913,3.7922,1.7156
4555936051.jpg,4.52,3.9576,3.75
4556815018.jpg,3.9979,4.1289,3.3824
4556962196.jpg,4.7442,4.8348,3.34
4561013937.jpg,4.0439,4.1272,3.0
4562682674.jpg,3.0597,4.0769,2.4909
4562998069.jpg,3.4021,4.5123,3.703
4563172093.jpg,4.3483,4.2315,3.6162
4565000392.jpg,4.7245,4.3957,3.22
4565683087.jpg,2.5894,3.9523,3.8411
4567181047.jpg,4.3322,4.047,3.5784
4567215412.jpg,4.664,4.045,2.7184
4567762490.jpg,4.2352,3.9437,3.6818
4568018818.jpg,4.2872,3.4776,3.6636
4568150681.jpg,4.3895,4.3827,3.7826
4570337647.jpg,4.5801,4.5608,2.8529
4570575045.jpg,4.5033,4.2689,3.1495
4571847379.jpg,3.7269,4.1141,2.9159
4571937568.jpg,4.5585,3.9965,3.019
4572287798.jpg,2.9917,4.1078,2.9118
4572672183.jpg,3.7246,4.0322,2.8037
4573273622.jpg,4.3404,4.0951,3.5446
4573303796.jpg,3.4775,4.0242,2.6542
457397602.jpg,4.545,4.2108,2.7091
4574265376.jpg,4.1473,3.344,2.451
4576647416.jpg,4.2378,3.8273,3.219
4576844747.jpg,3.4842,4.1093,3.3611
4577459748.jpg,4.0128,4.2764,2.9182
4578563691.jpg,3.8347,3.8658,3.4854
4578866514.jpg,4.4061,4.1498,3.875
4578965343.jpg,3.5999,4.1813,2.3571
4579620271.jpg,3.9126,4.4781,3.5664
4580698398.jpg,4.0238,4.0282,2.3113
4582906874.jpg,3.9756,4.5115,2.9505
4583125138.jpg,4.8738,4.3352,3.6038
4583413420.jpg,4.8185,4.1759,3.4124
4585004484.jpg,3.7352,4.2159,3.0217
4585233162.jpg,3.9282,4.0271,2.6346
4585460509.jpg,3.9712,4.3388,3.1964
4586207743.jpg,4.5937,4.1425,3.3273
4586793310.jpg,3.8783,4.124,2.8519
4589538888.jpg,3.3394,4.0477,2.6337
4590098379.jpg,2.7373,4.5002,3.04
4591255467.jpg,3.6174,3.9933,3.2202
4591311320.jpg,4.0907,4.2294,3.4521
4591422965.jpg,4.4516,4.6373,3.7087
45917867.jpg,4.575,4.1745,1.9223
4594091723.jpg,3.4805,4.2842,3.5676
4594670956.jpg,2.3276,4.164,3.019
4596719098.jpg,3.0675,4.0812,3.0
4597162839.jpg,4.5669,4.2657,3.7451
4597898813.jpg,4.7007,4.1841,3.1284
4598047073.jpg,4.4729,4.0793,2.963
4598385226.jpg,3.734,3.9389,2.972
459891743.jpg,4.4334,4.3349,3.6429
4599648667.jpg,3.9914,3.6808,2.0381
4600229706.jpg,3.3782,3.8753,2.9346
460024423.jpg,3.5978,4.0471,3.7129
460148364.jpg,3.5363,3.9808,2.688
4601884206.jpg,3.1808,4.1505,2.2897
4602499723.jpg,3.5733,4.0301,2.7573
4602555754.jpg,4.2744,3.9214,2.6729
460276399.jpg,4.5839,3.9242,3.3365
4602769821.jpg,4.2847,4.4273,3.8598
4603364479.jpg,3.6296,4.6137,3.3645
4603966605.jpg,3.4219,3.2406,2.2545
4605015781.jpg,2.9595,4.1008,3.1143
4605356871.jpg,1.8307,4.1862,3.4054
4605589887.jpg,4.3925,3.821,3.2752
4605755313.jpg,4.2661,4.6212,2.8
4605842170.jpg,4.9368,4.6077,3.4766
4606934450.jpg,4.1185,4.0555,3.0865
460737356.jpg,4.4298,4.0672,2.703
4610304834.jpg,4.2174,3.7117,2.5514
461078499.jpg,3.1312,4.0227,1.5182
4611014636.jpg,4.6721,4.2408,3.7434
46116416.jpg,4.9232,4.6038,3.5534
