image_name,brisque,MOS_zscore_transformed_to_brisque_scale,niqe_transformed_to_brisque_scale
3308341801.jpg,16.0964,72.1525,4.7376
3308768118.jpg,26.2623,27.1271,25.7981
3309384812.jpg,30.1124,39.6579,22.1924
3309773235.jpg,28.9127,55.7821,34.9125
3310204675.jpg,23.9397,68.9118,28.5654
3310575214.jpg,36.3063,67.6651,45.6896
3312331811.jpg,24.0388,81.0398,23.8297
331340631.jpg,45.5277,48.5987,21.5141
331406867.jpg,33.9461,80.5588,26.5083
3314110889.jpg,7.746,32.1897,10.3347
3314904869.jpg,34.4372,67.4381,24.0831
3315383233.jpg,44.4823,78.7095,24.0215
3317434594.jpg,15.2129,59.3718,30.8997
332288233.jpg,6.0269,53.8805,23.5162
3323033903.jpg,26.5918,73.7297,27.0911
3323937813.jpg,35.1849,41.25,13.8495
3324248317.jpg,15.1814,40.3581,13.7864
3324496492.jpg,53.6655,53.1667,20.7108
3326988489.jpg,20.0156,42.625,54.2573
332883741.jpg,25.5553,51.1205,20.5152
3329470769.jpg,19.6656,44.4125,17.2442
3330470420.jpg,6.3444,45.3372,17.9407
3331414151.jpg,33.4269,41.1102,23.7544
333145920.jpg,7.1237,34.9576,12.5864
3332423009.jpg,9.5383,49.7171,13.9524
3332902834.jpg,32.4655,36.1026,22.0305
3333985138.jpg,54.0129,64.318,23.102
3335618194.jpg,8.4689,24.5898,14.3526
3338894282.jpg,28.0666,36.2689,10.4768
3340734956.jpg,3.2314,36.2004,23.1436
3341085556.jpg,23.836,79.3968,21.6439
3343738489.jpg,18.6644,23.7712,17.0331
3344016385.jpg,24.9954,42.15,34.3366
3347228837.jpg,54.9582,29.2286,18.2421
3347823880.jpg,58.0696,33.0,11.5711
3350005307.jpg,50.2496,85.1345,28.8171
3351610329.jpg,16.6032,34.1049,13.338
3351620207.jpg,26.7859,36.4904,17.8412
3352596853.jpg,58.3222,68.3571,18.2476
3355200103.jpg,3.8102,24.6354,11.3896
3355464174.jpg,33.6091,39.6717,46.832
3355714233.jpg,27.131,41.1102,44.042
3356044640.jpg,24.6747,37.95,44.032
3356844198.jpg,25.7991,38.3382,17.3295
3357164852.jpg,19.636,48.3214,19.8148
3358149726.jpg,45.1212,49.2848,20.0931
3358523670.jpg,4.9981,29.1455,14.701
3358682007.jpg,45.0982,33.223,28.2909
3358754066.jpg,16.54,59.2565,16.9117
336052627.jpg,9.8191,57.3784,24.6658
3362731032.jpg,14.5006,23.3063,12.4187
3364202369.jpg,16.8293,23.816,5.7549
3364722083.jpg,49.0008,55.4665,20.5793
3364868711.jpg,32.7622,73.4324,24.6992
3365417061.jpg,45.1709,48.5674,19.2135
3365447434.jpg,32.3767,77.5625,22.4168
3365471102.jpg,17.9659,66.8919,10.9566
3367044769.jpg,8.6738,23.4328,10.3357
3367220434.jpg,26.3035,30.4955,14.2666
3367803108.jpg,79.7297,33.0778,2.9777
3368873733.jpg,16.698,38.8929,33.6655
3369391628.jpg,44.7354,29.7,15.3075
3370673214.jpg,17.6596,36.6419,16.6952
3370823326.jpg,8.6853,43.4598,12.0072
3371032149.jpg,76.1598,35.3456,15.8569
3371856854.jpg,17.8616,35.7267,33.7844
3372381586.jpg,8.2002,64.6741,17.0527
3372418412.jpg,25.3473,34.875,18.8785
3376034906.jpg,32.4793,66.6239,23.2913
3376076568.jpg,52.3412,43.0375,23.8697
3376669178.jpg,29.414,49.4229,26.2476
3379476157.jpg,16.4054,37.5445,14.4529
3381345467.jpg,14.6416,53.3695,23.1691
3381533789.jpg,42.941,69.7358,32.2111
3383452055.jpg,34.3136,36.6356,17.3448
3383593963.jpg,25.6944,46.0987,27.7775
3383701765.jpg,14.6549,34.3378,9.1826
3385195104.jpg,38.7705,29.9936,30.9869
3385580051.jpg,28.1561,60.5466,12.1895
3385696346.jpg,17.4606,41.542,18.504
3385987418.jpg,20.9451,29.9605,12.7114
3386943260.jpg,32.8319,53.3355,26.4924
3386957170.jpg,5.7489,30.1053,30.3538
3388691081.jpg,44.8068,44.7164,13.4765
3388708914.jpg,32.7406,30.675,23.492
3388712525.jpg,46.5325,51.8784,29.0826
338924292.jpg,16.6886,67.682,29.8114
3390605400.jpg,19.672,74.9312,11.4906
3390896088.jpg,9.5286,32.0424,19.8232
3391217731.jpg,10.5967,65.0748,23.9059
3394722862.jpg,25.0884,49.8784,31.0642
3395475764.jpg,21.6981,39.3695,14.2239
3396059055.jpg,14.2483,57.463,28.8152
3398709851.jpg,28.4795,57.4062,26.3761
3398940973.jpg,15.0443,40.5199,18.6204
3398954278.jpg,8.2692,33.1422,15.837
3401900404.jpg,5.1898,25.192,5.148
3403374656.jpg,1.4512,41.1027,21.3368
3405525198.jpg,41.7147,65.7885,20.9556
3411974393.jpg,23.9864,49.5,27.8614
3412359483.jpg,18.3531,32.0455,15.7647
341491962.jpg,0.2268,41.819,20.5978
3416685588.jpg,43.8141,72.7768,22.017
3416752031.jpg,21.1701,31.4668,27.1501
3417613077.jpg,19.4975,50.1408,41.5732
3417674715.jpg,33.4919,47.8355,24.5481
3418463077.jpg,10.5087,24.0263,8.1658
3418667339.jpg,12.4778,38.1996,24.1477
3420154563.jpg,44.5729,47.2627,15.4528
3421464878.jpg,11.3602,36.406,8.2761
342221498.jpg,14.9002,67.6639,12.2775
3423724895.jpg,39.0204,26.1937,15.9468
3423896683.jpg,3.0273,31.2162,20.2372
3424993568.jpg,24.0135,21.9534,11.164
3426740196.jpg,20.8101,74.9737,38.9489
3427902428.jpg,15.8596,28.7017,34.3723
3427902514.jpg,22.0713,30.6869,16.7051
3431105203.jpg,38.6129,34.1886,15.1137
3431390099.jpg,17.3216,63.4447,22.6821
3433315492.jpg,18.5183,50.3761,30.5894
3434261812.jpg,19.3145,52.6674,19.5146
3435545140.jpg,19.9276,53.3453,26.1012
3437594883.jpg,37.0125,65.2309,34.1152
3438059129.jpg,31.374,64.7778,58.4034
3440235836.jpg,30.8328,62.7717,37.6451
3442838312.jpg,18.9945,45.5543,21.9729
3443268586.jpg,16.8917,27.2885,18.388
344443695.jpg,25.3375,48.7089,11.0571
3444483519.jpg,6.6501,33.8319,24.6587
3446054675.jpg,16.4228,52.3696,19.9241
344636344.jpg,26.5604,30.8638,16.8409
3448332578.jpg,15.9712,45.4845,27.233
3449919327.jpg,1.0114,32.0294,10.0272
3450351361.jpg,25.1266,17.6681,8.9536
3450753884.jpg,15.485,30.7367,14.2065
3452963187.jpg,36.8951,74.6959,31.4361
3455219027.jpg,34.9848,69.3,19.4304
3455882031.jpg,18.2304,57.8217,45.3559
3456840631.jpg,11.4797,23.1786,15.0826
3458045907.jpg,14.8889,39.4821,10.6243
3458950384.jpg,30.8438,24.5934,9.3422
3461062752.jpg,23.5902,55.4459,25.5196
3462395913.jpg,31.8259,50.4576,29.5184
3463146453.jpg,33.2591,31.3194,15.028
3463376543.jpg,10.8015,43.6944,20.7381
3464327257.jpg,62.0143,51.0421,30.1308
3464988666.jpg,21.926,84.675,50.5131
3465087333.jpg,41.6544,64.1509,27.5503
3465276119.jpg,44.3557,31.8814,26.0969
346617303.jpg,12.7569,67.4732,19.4016
346617779.jpg,9.937,78.0855,25.0645
3466610103.jpg,8.8912,29.6441,16.2311
3467784087.jpg,19.3724,30.075,12.3397
3468424403.jpg,10.9453,45.6547,24.9694
3469092597.jpg,36.6794,31.8851,29.3195
3469199125.jpg,10.236,50.1875,14.1491
34713269.jpg,12.8896,66.0,26.1473
347162205.jpg,16.8702,68.4574,19.684
3471704982.jpg,14.9563,34.4437,22.5116
3471964559.jpg,31.0832,27.1765,15.3912
3472660238.jpg,18.2379,29.413,16.9015
3475569667.jpg,22.1678,64.2976,24.5447
3475877294.jpg,32.5797,70.6843,20.8794
34796696.jpg,16.7756,33.8462,31.9712
3479727829.jpg,47.2336,77.1704,29.9257
348162485.jpg,39.3513,73.6954,48.1203
3482375790.jpg,10.4982,37.95,13.7605
3483143101.jpg,64.0071,93.9391,16.9586
3483457230.jpg,35.1,44.9931,26.2406
3483459470.jpg,22.9183,66.0825,39.3084
3483540691.jpg,37.2409,53.8108,19.4849
3484057115.jpg,17.0311,45.6085,25.5945
3485554199.jpg,41.3533,49.6542,26.7809
3486204187.jpg,21.8635,41.5556,44.5095
3487085790.jpg,17.2869,30.9558,38.5952
3489731995.jpg,5.1439,33.9957,8.2281
3490117565.jpg,16.6278,32.45,29.1812
3490456545.jpg,17.3779,61.036,30.748
3491336743.jpg,59.1903,62.7311,34.6777
3491534419.jpg,12.3852,36.6,13.9299
3492624391.jpg,26.3405,66.4459,56.3103
3494126077.jpg,27.1864,24.4605,35.5158
3494678423.jpg,43.7585,51.7786,29.0807
3496521334.jpg,16.8679,21.7063,22.4534
3497202348.jpg,18.0737,44.4459,33.3368
349896134.jpg,23.422,61.2949,22.3735
3499629801.jpg,48.6131,36.5676,51.9318
35002160.jpg,12.0007,31.5318,17.7195
3501996576.jpg,35.7692,30.25,12.3105
3502153355.jpg,39.4449,36.1394,27.0632
3503300231.jpg,24.1129,23.5812,11.3993
3505262206.jpg,30.5609,49.573,20.4664
3505627590.jpg,22.3459,59.2969,24.7743
3510063780.jpg,29.1986,53.9478,25.5632
3515651386.jpg,33.8629,36.1977,29.2401
3515663938.jpg,8.6119,26.5179,13.7569
3518265762.jpg,22.2101,26.2288,44.0858
3518866605.jpg,12.5102,39.2378,57.7047
3519364135.jpg,34.7628,62.7454,39.1205
351997474.jpg,28.2567,49.3413,11.9291
3522690935.jpg,11.5222,52.8846,18.3365
352331466.jpg,6.2094,61.6875,11.1642
3524216401.jpg,0.7787,24.3608,15.9525
3524447745.jpg,21.3682,38.7973,22.7008
3525647615.jpg,19.0219,47.5848,20.9607
352602458.jpg,60.8372,70.4478,20.5712
3526523265.jpg,17.8637,39.7435,35.0477
352744670.jpg,41.4984,85.6216,28.1078
3530486052.jpg,0.9538,22.3526,7.8478
3530563948.jpg,18.0716,46.7022,13.5788
35311267.jpg,46.6771,73.0021,16.9162
3532282772.jpg,11.8255,39.6142,20.628
353228664.jpg,12.4345,33.9491,25.4506
3532374814.jpg,20.8367,31.1755,16.9867
3533949779.jpg,12.4518,36.3584,28.0101
3534610078.jpg,22.9459,23.2898,12.6138
3535978712.jpg,16.2343,33.6939,27.7
3536025260.jpg,24.7505,69.3884,20.5013
3537044665.jpg,12.429,65.7203,23.0694
3537245055.jpg,20.234,41.0,23.4238
3538380259.jpg,15.9003,51.5811,30.3301
3539454254.jpg,19.255,38.7331,20.0979
3541249074.jpg,9.0373,29.716,26.136
354153075.jpg,11.6976,58.425,16.8302
3542002438.jpg,14.315,52.9664,29.5402
3545028223.jpg,23.5039,41.5996,37.1063
3545446713.jpg,20.9014,38.5487,22.2765
3545702131.jpg,55.3533,53.0243,17.2724
3547062481.jpg,28.6747,35.9464,13.1122
3547073718.jpg,24.8449,22.7058,20.2817
3548223665.jpg,42.4188,57.0929,37.6589
354899371.jpg,45.3527,40.7297,16.8195
3549424661.jpg,23.5506,58.9875,25.2161
3551648026.jpg,24.4957,43.4797,23.845
3552766173.jpg,23.4554,27.6913,7.0874
3552877026.jpg,17.7558,32.7203,8.7829
3555094283.jpg,20.8261,44.0688,87.257
3556213355.jpg,7.1677,24.3882,12.9551
3558351395.jpg,32.6582,79.6053,29.3281
3560022258.jpg,27.7471,61.2317,26.7467
3560032600.jpg,33.89,33.7005,21.8627
3561351919.jpg,15.4327,39.4475,18.8449
3561898679.jpg,15.8731,31.5135,13.8804
3562407133.jpg,19.8327,21.8296,18.8407
3563134047.jpg,12.537,29.9646,13.6327
356523006.jpg,24.6407,35.6014,13.7671
3566079728.jpg,31.7411,36.8649,7.9709
3566137302.jpg,36.505,37.6824,16.8702
3566285762.jpg,68.9686,32.6916,13.5743
3567613299.jpg,10.9911,32.1062,29.2169
3567892894.jpg,31.7433,34.778,24.7281
3569097033.jpg,23.7034,47.4579,46.2181
3569259520.jpg,21.1978,40.5068,18.0299
3572950777.jpg,39.8785,23.2571,12.25
3574423584.jpg,13.2446,38.1836,28.3295
357452255.jpg,27.8068,73.6659,27.1611
3575258454.jpg,11.3097,35.9857,23.7747
3576199867.jpg,22.6123,26.1,9.2397
357641600.jpg,23.8468,78.687,24.4544
3576734927.jpg,20.3432,36.7567,22.7126
3576771116.jpg,48.3866,47.0023,19.0528
3577464388.jpg,16.9292,32.3371,29.3076
3577744786.jpg,22.0209,72.9474,18.5517
3579701723.jpg,35.2284,77.855,36.2766
3581381105.jpg,6.8936,24.6801,17.998
358360301.jpg,33.2587,33.146,12.8277
358433606.jpg,41.7053,72.9393,29.543
358438532.jpg,32.8733,64.9882,21.3509
3585744087.jpg,36.6591,70.645,20.5671
3586827526.jpg,29.7155,29.775,3.1638
3587076357.jpg,3.4361,37.0891,28.7286
3587337138.jpg,56.1326,55.4137,27.2759
3588199753.jpg,3.4548,30.1813,5.8671
3589240869.jpg,2.9308,31.1078,6.3327
3591617396.jpg,38.2419,60.3326,25.9966
3592827455.jpg,13.7958,35.4906,29.0211
3593791366.jpg,0.4828,23.7477,7.4179
3595766183.jpg,18.9956,28.3594,19.489
3596611917.jpg,25.8515,45.5847,15.2351
3596718064.jpg,7.2956,25.3041,13.1821
3597095413.jpg,3.5725,23.9412,46.9829
3597199001.jpg,4.6606,28.6653,19.5662
359723983.jpg,9.0249,27.9065,6.7501
3597613662.jpg,31.741,30.3509,12.3972
3599779537.jpg,25.075,38.3835,30.74
3600948934.jpg,19.6583,57.3817,45.5651
3601117533.jpg,31.1646,34.375,19.4391
3601352242.jpg,19.0241,33.0705,19.5148
3603046487.jpg,30.7311,50.6282,32.0565
3603762742.jpg,15.0886,45.8906,25.7395
3604508101.jpg,18.2632,36.45,18.0877
3606644176.jpg,33.7784,32.725,25.3507
3606669688.jpg,6.7423,39.7168,15.0249
3608137140.jpg,12.1707,29.5068,15.2856
3608691305.jpg,55.7939,40.1451,20.2931
3609473273.jpg,11.8326,22.5641,7.5614
3609983548.jpg,22.8352,37.3851,20.0578
361037189.jpg,6.1617,13.9512,1.9241
3611703355.jpg,18.2692,20.4875,11.6074
3612122165.jpg,13.0342,36.7714,10.2673
3612174577.jpg,20.9824,65.7665,17.5837
361252644.jpg,34.3012,56.3378,23.6222
3615125120.jpg,24.4605,32.3008,26.2931
3615267731.jpg,7.7346,29.6416,12.3027
3615562.jpg,8.4202,75.6483,18.9785
3616806128.jpg,20.6839,36.633,31.3507
3618474326.jpg,14.9955,30.9189,36.9339
3618795157.jpg,72.8072,16.6557,19.4063
3619220193.jpg,10.6608,43.6284,19.9277
3619609860.jpg,69.3834,18.5625,20.5375
362016009.jpg,33.7888,51.75,19.3412
3620678223.jpg,15.7472,40.7959,31.2519
3620726.jpg,25.178,75.7752,24.3919
362290262.jpg,0.5712,27.5743,10.9887
3625351305.jpg,10.93,35.175,12.6469
3628043.jpg,16.1224,29.25,8.2921
3628605791.jpg,24.1028,47.0042,31.2555
3629779382.jpg,32.2093,29.1176,16.4817
3630233855.jpg,19.3246,40.0368,25.0803
3632417985.jpg,44.2481,95.8326,44.5523
363482906.jpg,28.5753,31.4619,12.9217
3635405613.jpg,24.2499,47.9392,17.8842
3636701462.jpg,48.4266,22.6675,22.8547
3637251050.jpg,39.9045,50.9381,11.4056
3638870308.jpg,7.9696,43.8715,38.4929
3639490630.jpg,26.8968,53.7625,30.0143
3641084203.jpg,53.9748,50.2432,20.9288
3642904232.jpg,23.2478,28.1059,35.1078
36434642.jpg,50.3422,46.3974,20.8006
3644585173.jpg,37.9928,49.0064,29.3212
3645413545.jpg,36.6371,66.7366,35.282
3645793167.jpg,37.067,28.2743,26.8194
3647757599.jpg,15.9707,44.4783,21.517
364777572.jpg,2.8966,36.7567,28.2508
3648316650.jpg,26.6864,34.9679,12.3716
3649082846.jpg,32.9468,46.75,24.0974
3651951998.jpg,33.6518,43.1723,26.3969
3652633823.jpg,15.199,28.1679,20.3131
3653350159.jpg,47.2374,23.6383,7.3371
3654348116.jpg,43.8901,43.7829,19.9336
3655930326.jpg,20.2053,53.1094,28.0567
3658535721.jpg,11.3854,22.0,9.7842
3658667754.jpg,10.097,30.1552,12.3845
3660430593.jpg,21.459,28.1471,58.8298
3660664464.jpg,36.4052,32.2374,21.2878
3661422978.jpg,22.5907,65.4844,28.5268
3662491369.jpg,32.6695,51.7878,22.1783
3662558151.jpg,42.917,54.1927,28.9535
3662997757.jpg,13.0489,23.9469,15.3656
3663320781.jpg,1.2993,24.0388,11.8137
3663369776.jpg,19.9312,25.3739,14.6556
3663960871.jpg,21.8622,43.1434,38.494
366471935.jpg,63.855,20.35,15.5907
3665983083.jpg,18.3195,21.8514,19.7989
3669066809.jpg,21.4684,59.9685,20.2286
3670445078.jpg,46.6051,68.2603,18.5429
3670448728.jpg,51.1384,66.934,22.751
3671193503.jpg,14.2084,39.8378,49.4289
3673357278.jpg,37.9684,32.4889,18.7374
3674117315.jpg,20.8611,38.4276,26.5188
3675002443.jpg,34.0879,53.729,40.1116
3676465885.jpg,10.9518,39.5577,12.1851
3677460940.jpg,30.457,48.675,31.9895
3678866923.jpg,18.4206,31.5897,31.3546
3680743288.jpg,17.5594,65.3708,26.7411
3683418770.jpg,21.0779,44.0466,12.2167
3686287517.jpg,13.8492,53.2905,33.0515
36869449.jpg,2.6705,35.3771,10.1155
3688540831.jpg,59.2189,29.096,14.0916
3688594216.jpg,18.1049,41.8446,12.4337
368909912.jpg,62.2963,41.615,17.4018
3689126503.jpg,15.4456,25.5826,23.1493
3689872234.jpg,16.9074,59.125,20.3569
3693087386.jpg,25.9799,55.9335,23.7806
369451183.jpg,3.6909,52.6674,15.4139
369605204.jpg,17.927,34.8562,17.0499
3697066196.jpg,11.9884,35.0024,9.6253
3697493807.jpg,13.6037,17.7091,4.9119
3697530291.jpg,19.9383,17.9935,5.9084
3697878601.jpg,14.126,21.8772,9.9575
3698386210.jpg,30.6058,50.1992,35.289
3702144450.jpg,28.0352,44.1571,34.5394
3702671816.jpg,27.544,31.2,20.447
3704662776.jpg,13.0713,68.5734,18.8255
3705698114.jpg,9.9992,46.2876,20.9752
3705884386.jpg,32.4228,53.7326,24.7979
3706984010.jpg,29.3241,72.1138,41.4686
3707022590.jpg,48.9891,18.4744,10.0961
3707755654.jpg,26.1439,54.3783,23.1675
3708130060.jpg,34.403,47.4375,23.7237
3708879448.jpg,3.5271,40.4609,9.5287
3711573590.jpg,30.294,38.4052,26.7788
3711772310.jpg,25.4374,61.0203,22.2338
3712529193.jpg,23.6262,63.2962,18.5196
3713010621.jpg,4.8425,55.9821,18.5104
3713773458.jpg,21.4617,35.2427,11.0598
3714832332.jpg,46.3945,53.3824,21.3829
3715014568.jpg,2.7269,51.0608,23.2092
3715780832.jpg,47.4606,38.1652,34.7178
3716186057.jpg,33.7966,81.289,37.6485
371935095.jpg,61.6223,18.675,21.6266
3719984050.jpg,16.8877,36.8601,14.0911
372117089.jpg,25.4557,32.9283,4.8394
3721179887.jpg,14.0149,56.4122,22.8824
3722409963.jpg,47.6377,65.8613,34.4094
3722476330.jpg,17.6777,37.4095,8.58
3722623767.jpg,17.3251,48.8008,19.0021
3725954413.jpg,28.0542,51.2522,19.8352
3726632967.jpg,2.0629,34.275,17.7194
3727572481.jpg,14.8777,47.4182,34.4063
372866056.jpg,35.8051,55.4794,26.679
3729465678.jpg,45.3699,66.2171,14.6165
3731180333.jpg,1.3049,31.5486,12.554
3733701155.jpg,56.435,20.9595,8.3033
3733759776.jpg,14.8298,31.0112,24.0527
3734378087.jpg,37.4826,53.4875,28.3677
3734577194.jpg,30.1946,33.3892,42.3447
3734652007.jpg,14.6969,45.8155,22.6819
3736336896.jpg,27.0433,50.1689,34.7228
3736358849.jpg,24.5451,68.2,24.0496
3736418288.jpg,14.0857,50.3326,22.2635
3736752039.jpg,65.2933,24.1274,13.8863
3736907392.jpg,25.6106,34.6792,17.3293
3737792738.jpg,38.9273,66.5893,24.4253
3738819299.jpg,51.3381,31.9049,29.2445
3739339628.jpg,16.2471,44.7237,27.4759
3740923361.jpg,17.0385,65.725,17.3809
3741259519.jpg,17.4588,33.6571,6.3939
3741472599.jpg,9.0273,35.75,18.2625
3742811862.jpg,22.2744,45.1925,40.0146
3743649571.jpg,23.4636,38.2982,19.0538
374612387.jpg,14.9069,35.8665,23.5844
3749654443.jpg,23.0914,64.4668,34.6721
3750200495.jpg,7.7703,31.9423,14.4579
3750653207.jpg,78.4696,55.0705,30.2465
375084308.jpg,19.2049,40.9472,19.8177
3750920837.jpg,51.8062,68.3349,23.3284
3753143338.jpg,35.4554,88.4812,22.3388
375446021.jpg,3.95,51.7835,27.9206
3754491822.jpg,28.9073,61.7277,22.3002
3754591467.jpg,6.2747,61.9128,17.3722
3755058211.jpg,73.7135,22.813,15.7699
3755358004.jpg,31.5785,30.6959,15.1784
3757841253.jpg,11.6348,35.609,12.1515
3758354055.jpg,13.6503,33.375,20.8153
3758613590.jpg,10.4311,39.7362,20.194
3758636614.jpg,8.9069,60.5243,25.2046
3758843972.jpg,13.2302,35.6568,28.1712
3759443485.jpg,27.5521,58.5069,27.6974
3759763464.jpg,35.0371,51.4223,31.0063
3761038439.jpg,10.4122,43.8721,20.716
3761173384.jpg,16.4805,46.5536,36.6285
3761272199.jpg,27.9145,38.723,32.7098
3761519418.jpg,32.2023,22.8938,5.096
3766742048.jpg,37.0344,70.8714,30.0688
376684942.jpg,43.2203,43.5572,37.858
3767341492.jpg,29.3451,64.725,19.8306
3767933394.jpg,26.4357,24.9057,19.718
3768070080.jpg,15.0838,77.4391,24.074
3770559253.jpg,36.5909,44.8738,20.6741
377273746.jpg,51.8944,87.5217,22.596
3775591333.jpg,42.1304,56.3621,35.5993
3775862144.jpg,5.8924,29.3816,20.0588
3776716867.jpg,9.8835,37.0513,19.8675
3779249317.jpg,17.9594,29.6283,26.0427
3779311128.jpg,7.996,40.5361,16.1965
3780702032.jpg,11.4405,29.0642,16.5038
3782183827.jpg,47.6886,62.6116,27.148
3783245891.jpg,33.019,47.4025,11.7918
3783312451.jpg,49.3469,68.7978,18.6221
3783568353.jpg,12.774,39.3848,22.2148
3784715028.jpg,15.8051,38.8319,28.3106
3785783338.jpg,32.3425,36.6044,22.6937
3787014324.jpg,15.5762,47.5962,34.544
3788379941.jpg,8.093,25.115,8.2708
3788909806.jpg,2.406,36.1032,15.1129
3789837472.jpg,3.6,28.4735,11.7729
3791999774.jpg,34.5058,77.1261,19.1745
3792378354.jpg,35.3989,36.1959,53.7193
379323686.jpg,2.7427,27.975,20.5888
379362291.jpg,49.7385,43.1377,18.3308
3794248989.jpg,24.6459,32.9295,15.4169
379437662.jpg,19.1643,31.3349,12.0294
3794461596.jpg,31.9058,28.9559,6.5371
3797715149.jpg,10.3443,33.1447,14.1804
3800059044.jpg,29.9236,32.0375,19.25
3800600451.jpg,13.5289,22.2542,14.2589
3801275835.jpg,30.5128,37.1609,18.3268
3804031946.jpg,48.7676,27.8716,24.5335
38056572.jpg,10.1346,35.1674,13.0047
3806051518.jpg,56.2943,84.2408,21.9347
3809644203.jpg,17.5084,39.1486,22.6346
3810011859.jpg,18.4515,63.5023,22.067
381148704.jpg,60.7586,42.5569,26.7913
3812031514.jpg,50.8044,29.0148,10.0373
3812657000.jpg,10.5452,39.3924,25.3213
3812865597.jpg,28.1926,32.1897,16.7046
3812926720.jpg,6.7841,29.6697,9.1519
3814668128.jpg,2.4487,40.2321,24.3792
3815063597.jpg,13.5333,52.6674,58.5922
3816407980.jpg,30.7939,35.6568,37.481
3817723435.jpg,53.02,44.6471,45.1285
3817779484.jpg,22.6713,49.2574,30.904
3818998606.jpg,34.1393,36.5152,22.6763
3820650799.jpg,19.4983,64.9206,19.0426
3821275434.jpg,5.1001,28.6903,18.6096
3822506826.jpg,34.1228,61.4937,34.3699
3822808828.jpg,17.3274,24.1954,32.9111
3824105113.jpg,3.6883,44.1165,16.4551
3824362477.jpg,34.5096,24.973,8.406
3824413541.jpg,45.1002,23.6121,9.4983
3824485636.jpg,23.9542,51.8375,26.4063
3825250471.jpg,28.6532,22.3407,13.1705
3825304964.jpg,30.1494,43.25,26.4708
3825837186.jpg,31.1488,29.9679,14.7857
3826205454.jpg,15.8454,35.9615,21.3747
3826585780.jpg,19.3454,27.6165,10.5131
3827560087.jpg,1.3456,26.9739,18.9921
382774042.jpg,32.1107,79.1853,21.1277
3827911032.jpg,41.1379,27.6028,25.1126
3827968988.jpg,35.6281,47.1524,7.3867
3828155719.jpg,24.5085,37.6888,20.1466
3828472247.jpg,14.6222,44.7164,56.1798
3829660645.jpg,22.2772,43.9538,23.6865
3835050024.jpg,16.576,48.1858,19.7172
3838001890.jpg,39.951,52.6959,15.7112
3839953318.jpg,23.4435,42.7182,23.2067
3840546727.jpg,50.1702,47.1429,19.5354
3840923045.jpg,31.3776,46.8986,24.1653
3841233055.jpg,28.9855,56.9019,22.924
3841305755.jpg,51.1742,38.6631,21.7826
3841509426.jpg,38.3313,64.2065,16.4393
3843377036.jpg,18.6098,42.7365,62.5728
3844930238.jpg,2.556,33.2089,25.7874
3846071699.jpg,24.5583,33.6496,19.1963
3846844854.jpg,5.0286,33.5397,12.4303
3847022878.jpg,32.7198,33.525,23.2863
384788069.jpg,8.2826,22.65,23.7144
3847915749.jpg,25.9237,76.8234,24.7987
3848727332.jpg,58.6231,20.1504,33.974
3850107264.jpg,55.3072,43.8151,21.9897
3850147128.jpg,51.1482,28.6,9.8491
3850577376.jpg,10.4112,55.9565,38.7461
3851672801.jpg,65.8837,24.0811,7.5532
3851941327.jpg,10.4064,44.5046,15.4032
3853359984.jpg,13.0199,38.5529,11.7229
3854279335.jpg,58.1685,69.4442,25.4909
3855419676.jpg,19.1799,23.7095,24.3747
3856196713.jpg,11.5208,26.7414,23.7313
3856507445.jpg,17.8438,40.3092,40.1829
3856900502.jpg,12.2444,29.1923,30.4443
3860848792.jpg,19.1853,56.3415,18.3994
3861043546.jpg,5.7032,27.4018,7.061
3861673008.jpg,37.0428,67.2816,23.0624
3866688343.jpg,12.3131,49.0769,22.3907
3867441709.jpg,7.4866,34.0951,6.8067
386746008.jpg,39.2718,37.5756,22.3873
3867705645.jpg,20.7167,80.4189,34.2649
3867707916.jpg,22.7133,41.8726,30.1159
387003357.jpg,21.995,68.2297,39.9483
3870343367.jpg,25.2454,37.5294,20.737
3870457394.jpg,2.2008,36.3277,11.8335
3871801313.jpg,7.2933,49.3602,13.4751
3872043875.jpg,16.7782,35.8761,15.9428
3872509611.jpg,20.1775,56.3357,36.6796
387259022.jpg,8.4071,49.7171,25.0804
3872832716.jpg,30.02,47.7,38.705
3874298550.jpg,9.2995,38.1562,18.4896
3874382715.jpg,11.3627,67.4279,18.2969
3876341199.jpg,31.5022,26.0192,19.4468
3876523676.jpg,10.5991,27.7895,27.3454
3879362113.jpg,50.572,25.5391,18.6923
3880140639.jpg,35.8917,65.4159,23.1656
3880718005.jpg,57.2936,51.1344,20.0731
3881103730.jpg,4.9694,21.1843,15.314
3885568060.jpg,24.4521,26.4569,22.4066
3886483510.jpg,21.3752,27.1298,11.1387
3886757277.jpg,8.4355,54.1406,26.3662
3888454309.jpg,38.9838,74.8046,23.996
3890421755.jpg,15.8802,42.0069,17.0575
3890811565.jpg,9.1352,35.8424,19.0051
3891717415.jpg,11.2956,28.5804,20.0643
3892086124.jpg,14.923,38.7072,29.6494
3892332557.jpg,16.6015,46.8029,15.7085
3894915205.jpg,18.5297,27.2584,14.3155
3895433023.jpg,19.2236,41.8239,11.2317
3895663827.jpg,45.0453,53.3194,39.2854
3896434582.jpg,16.8064,52.4413,24.8645
3898078585.jpg,34.79,80.0321,22.6361
3900873243.jpg,38.4777,46.214,22.2381
3900966844.jpg,41.6037,62.9062,21.8292
390226070.jpg,70.8347,27.7434,9.396
